t_gps,raw_lat,raw_lon,raw_h,kf_lat,kf_lon,kf_h,vx,vy,vz,sqrt_P00,sqrt_P11,sqrt_P22
0.000000,33.578365,-117.064533,454.636594,33.578365,-117.064533,454.636594,0.000000,0.000000,0.000000,33.251915,33.251915,33.251915
15.000000,33.578364,-117.064528,453.658849,33.578365,-117.064531,454.240814,0.003450,0.002097,-0.002889,28.143229,28.143229,28.143229
30.000000,33.578370,-117.064527,451.369309,33.578367,-117.064529,453.071808,0.014199,0.017878,-0.010300,27.760240,27.760240,27.760240
45.000000,33.578372,-117.064526,450.235306,33.578369,-117.064527,451.698016,0.023935,0.033075,-0.017338,28.379411,28.379411,28.379411
60.000000,33.578377,-117.064523,448.114846,33.578373,-117.064525,449.836164,0.035149,0.050044,-0.024378,28.515071,28.515071,28.515071
75.000000,33.578381,-117.064524,445.678507,33.578377,-117.064524,447.588445,0.043421,0.066673,-0.031677,28.090958,28.090958,28.090958
90.000000,33.578382,-117.064520,445.440500,33.578381,-117.064522,445.994346,0.046530,0.070205,-0.033102,27.364017,27.364017,27.364017
105.000000,33.578388,-117.064518,442.890860,33.578385,-117.064519,444.034152,0.050712,0.076662,-0.035377,26.501333,26.501333,26.501333
120.000000,33.578390,-117.064517,441.109803,33.578388,-117.064517,442.099666,0.053155,0.080998,-0.037572,25.609013,25.609013,25.609013
135.000000,33.578394,-117.064516,440.179805,33.578392,-117.064516,440.458020,0.053765,0.082371,-0.037532,24.757890,24.757890,24.757890
150.000000,33.578396,-117.064513,439.066175,33.578396,-117.064514,438.965673,0.053914,0.082072,-0.037166,23.955356,23.955356,23.955356
165.000000,33.578403,-117.064512,436.436915,33.578400,-117.064512,437.163762,0.055046,0.084256,-0.037501,23.202263,23.202263,23.202263
180.000000,33.578405,-117.064508,434.693002,33.578404,-117.064510,435.367225,0.056198,0.085584,-0.038138,22.483178,22.483178,22.483178
195.000000,33.578410,-117.064508,433.177614,33.578408,-117.064508,433.632953,0.056725,0.086639,-0.038216,21.827477,21.827477,21.827477
210.000000,33.578413,-117.064505,431.774098,33.578411,-117.064506,431.970594,0.057097,0.087012,-0.038156,21.213368,21.213368,21.213368
225.000000,33.578414,-117.064502,430.540196,33.578415,-117.064504,430.400082,0.057201,0.086648,-0.038139,20.642393,20.642393,20.642393
240.000000,33.578418,-117.064500,428.899331,33.578418,-117.064501,428.816075,0.057324,0.086453,-0.038086,20.093160,20.093160,20.093160
255.000000,33.578423,-117.064500,425.963515,33.578422,-117.064500,426.964882,0.057838,0.087570,-0.038689,19.586175,19.586175,19.586175
270.000000,33.578428,-117.064501,424.156427,33.578426,-117.064498,425.117591,0.058087,0.088713,-0.039084,19.120576,19.120576,19.120576
285.000000,33.578430,-117.064496,422.859710,33.578429,-117.064496,423.364038,0.058352,0.089141,-0.039329,18.668515,18.668515,18.668515
300.000000,33.578432,-117.064494,421.774613,33.578433,-117.064494,421.724483,0.058351,0.089045,-0.039369,18.248878,18.248878,18.248878
315.000000,33.578437,-117.064493,419.705536,33.578436,-117.064493,420.013839,0.058448,0.089294,-0.039468,17.860274,17.860274,17.860274
330.000000,33.578441,-117.064491,417.737229,33.578440,-117.064491,418.260790,0.058624,0.089661,-0.039631,17.490453,17.490453,17.490453
345.000000,33.578446,-117.064490,416.000678,33.578444,-117.064489,416.508828,0.058761,0.090055,-0.039696,17.146038,17.146038,17.146038
360.000000,33.578448,-117.064488,414.571419,33.578448,-117.064487,414.803283,0.058798,0.090208,-0.039753,16.829463,16.829463,16.829463
375.000000,33.578452,-117.064485,412.858942,33.578451,-117.064486,413.095836,0.058897,0.090334,-0.039788,16.519862,16.519862,16.519862
390.000000,33.578456,-117.064483,411.180145,33.578455,-117.064484,411.391564,0.058992,0.090448,-0.039797,16.219927,16.219927,16.219927
405.000000,33.578459,-117.064480,410.026101,33.578459,-117.064482,409.760383,0.059013,0.090319,-0.039692,15.939523,15.939523,15.939523
420.000000,33.578463,-117.064480,407.476363,33.578462,-117.064480,408.010283,0.059116,0.090552,-0.039806,15.661940,15.661940,15.661940
435.000000,33.578466,-117.064476,405.818881,33.578466,-117.064478,406.270532,0.059267,0.090686,-0.039917,15.393729,15.393729,15.393729
450.000000,33.578471,-117.064476,404.330301,33.578470,-117.064476,404.560960,0.059317,0.090803,-0.039913,15.143027,15.143027,15.143027
465.000000,33.578472,-117.064472,403.243330,33.578473,-117.064474,402.925042,0.059314,0.090651,-0.039878,14.904100,14.904100,14.904100
480.000000,33.578475,-117.064473,401.884978,33.578476,-117.064472,401.322362,0.059180,0.090472,-0.039804,14.668094,14.668094,14.668094
495.000000,33.578479,-117.064471,400.187489,33.578480,-117.064470,399.709599,0.059079,0.090336,-0.039733,14.446624,14.446624,14.446624
510.000000,33.578481,-117.064468,399.056195,33.578483,-117.064468,398.151251,0.058946,0.090053,-0.039625,14.228249,14.228249,14.228249
525.000000,33.578487,-117.064469,396.478144,33.578487,-117.064467,396.484443,0.058887,0.090092,-0.039616,14.020777,14.020777,14.020777
540.000000,33.578490,-117.064466,395.364976,33.578490,-117.064465,394.875905,0.058800,0.089987,-0.039536,13.817624,13.817624,13.817624
555.000000,33.578494,-117.064464,393.657915,33.578494,-117.064463,393.257935,0.058737,0.089911,-0.039463,13.622272,13.622272,13.622272
570.000000,33.578498,-117.064461,391.746288,33.578497,-117.064461,391.611088,0.058736,0.089888,-0.039425,13.432654,13.432654,13.432654
585.000000,33.578502,-117.064463,390.182347,33.578501,-117.064460,389.972385,0.058652,0.089896,-0.039370,13.255277,13.255277,13.255277
600.000000,33.578505,-117.064461,388.445525,33.578505,-117.064458,388.324770,0.058584,0.089908,-0.039343,13.074678,13.074678,13.074678
615.000000,33.578508,-117.064461,387.125121,33.578508,-117.064457,386.707637,0.058462,0.089872,-0.039290,12.908959,12.908959,12.908959
630.000000,33.578508,-117.064459,386.145123,33.578511,-117.064455,385.150127,0.058282,0.089690,-0.039233,12.742109,12.742109,12.742109
645.000000,33.578513,-117.064458,384.549961,33.578515,-117.064454,383.589838,0.058116,0.089546,-0.039150,12.583886,12.583886,12.583886
660.000000,33.578517,-117.064457,382.747243,33.578518,-117.064453,382.009779,0.057971,0.089454,-0.039084,12.426191,12.426191,12.426191
675.000000,33.578522,-117.064455,381.113361,33.578522,-117.064451,380.425559,0.057856,0.089384,-0.039000,12.275632,12.275632,12.275632
690.000000,33.578524,-117.064457,379.948933,33.578525,-117.064450,378.877886,0.057657,0.089271,-0.038903,12.128188,12.128188,12.128188
705.000000,33.578528,-117.064454,378.042335,33.578529,-117.064449,377.301381,0.057520,0.089201,-0.038835,11.984450,11.984450,11.984450
720.000000,33.578532,-117.064454,376.076927,33.578532,-117.064448,375.693630,0.057399,0.089197,-0.038798,11.845706,11.845706,11.845706
735.000000,33.578534,-117.064453,375.001033,33.578535,-117.064447,374.129027,0.057240,0.089116,-0.038738,11.710483,11.710483,11.710483
750.000000,33.578534,-117.064449,374.299371,33.578539,-117.064445,372.634328,0.057058,0.088890,-0.038654,11.575615,11.575615,11.575615
765.000000,33.578539,-117.064448,372.763200,33.578542,-117.064444,371.138141,0.056888,0.088694,-0.038550,11.443260,11.443260,11.443260
780.000000,33.578542,-117.064448,371.146196,33.578545,-117.064443,369.633456,0.056714,0.088526,-0.038463,11.316485,11.316485,11.316485
795.000000,33.578546,-117.064447,369.266390,33.578548,-117.064441,368.101734,0.056568,0.088410,-0.038399,11.192856,11.192856,11.192856
810.000000,33.578549,-117.064445,367.978018,33.578552,-117.064440,366.589889,0.056420,0.088265,-0.038323,11.068738,11.068738,11.068738
825.000000,33.578554,-117.064445,366.450782,33.578555,-117.064439,365.077440,0.056272,0.088147,-0.038229,10.949895,10.949895,10.949895
840.000000,33.578555,-117.064442,365.726350,33.578558,-117.064438,363.623197,0.056101,0.087932,-0.038111,10.833008,10.833008,10.833008
855.000000,33.578558,-117.064441,363.813298,33.578562,-117.064437,362.138011,0.055954,0.087766,-0.038030,10.718374,10.718374,10.718374
870.000000,33.578559,-117.064442,362.435456,33.578565,-117.064435,360.662841,0.055775,0.087591,-0.037969,10.602575,10.602575,10.602575
885.000000,33.578563,-117.064440,361.532494,33.578568,-117.064434,359.226554,0.055591,0.087376,-0.037864,10.494754,10.494754,10.494754
900.000000,33.578566,-117.064438,360.712223,33.578571,-117.064433,357.836123,0.055392,0.087109,-0.037723,10.384878,10.384878,10.384878
915.000000,33.578568,-117.064438,359.602067,33.578574,-117.064432,356.466362,0.055172,0.086827,-0.037581,10.277850,10.277850,10.277850
930.000000,33.578571,-117.064437,358.143490,33.578577,-117.064431,355.093544,0.054961,0.086559,-0.037448,10.171798,10.171798,10.171798
945.000000,33.578572,-117.064440,357.234559,33.578580,-117.064430,353.753312,0.054697,0.086271,-0.037312,10.068061,10.068061,10.068061
960.000000,33.578578,-117.064437,355.845775,33.578583,-117.064429,352.412003,0.054469,0.086003,-0.037153,9.966668,9.966668,9.966668
975.000000,33.578579,-117.064436,355.158480,33.578586,-117.064428,351.114698,0.054219,0.085683,-0.036982,9.867579,9.867579,9.867579
990.000000,33.578582,-117.064435,353.954874,33.578589,-117.064427,349.825698,0.053972,0.085366,-0.036810,9.770595,9.770595,9.770595
1005.000000,33.578582,-117.064435,353.025877,33.578591,-117.064426,348.561719,0.053704,0.085022,-0.036650,9.675505,9.675505,9.675505
1020.000000,33.578584,-117.064435,352.065672,33.578594,-117.064425,347.319812,0.053424,0.084666,-0.036485,9.581575,9.581575,9.581575
1035.000000,33.578590,-117.064439,350.117369,33.578597,-117.064425,346.036799,0.053148,0.084400,-0.036332,9.490093,9.490093,9.490093
1050.000000,33.578592,-117.064437,348.970345,33.578600,-117.064424,344.766453,0.052882,0.084121,-0.036183,9.397906,9.397906,9.397906
1065.000000,33.578594,-117.064435,348.458156,33.578603,-117.064424,343.544814,0.052605,0.083792,-0.036008,9.306727,9.306727,9.306727
1080.000000,33.578596,-117.064436,347.343198,33.578605,-117.064423,342.332575,0.052318,0.083466,-0.035839,9.216910,9.216910,9.216910
1095.000000,33.578597,-117.064437,346.428784,33.578608,-117.064422,341.140289,0.052014,0.083129,-0.035673,9.129006,9.129006,9.129006
1110.000000,33.578601,-117.064435,345.361366,33.578611,-117.064422,339.957145,0.051729,0.082795,-0.035496,9.043454,9.043454,9.043454
1125.000000,33.578604,-117.064436,343.930157,33.578613,-117.064421,338.762867,0.051448,0.082489,-0.035332,8.959107,8.959107,8.959107
1140.000000,33.578607,-117.064436,342.999901,33.578616,-117.064421,337.587034,0.051163,0.082178,-0.035159,8.875584,8.875584,8.875584
1155.000000,33.578608,-117.064436,341.699159,33.578619,-117.064421,336.405880,0.050883,0.081876,-0.035007,8.794304,8.794304,8.794304
1170.000000,33.578609,-117.064431,341.928847,33.578621,-117.064420,335.308823,0.050593,0.081482,-0.034811,8.712514,8.712514,8.712514
1185.000000,33.578609,-117.064433,341.033840,33.578624,-117.064419,334.222536,0.050286,0.081089,-0.034630,8.634435,8.634435,8.634435
1200.000000,33.578610,-117.064431,340.752300,33.578626,-117.064419,333.188125,0.049968,0.080648,-0.034429,8.554927,8.554927,8.554927
1215.000000,33.578613,-117.064433,339.327811,33.578628,-117.064418,332.135729,0.049654,0.080248,-0.034243,8.476883,8.476883,8.476883
1230.000000,33.578616,-117.064432,338.392649,33.578630,-117.064418,331.093820,0.049348,0.079851,-0.034052,8.399634,8.399634,8.399634
1245.000000,33.578616,-117.064432,338.355957,33.578633,-117.064418,330.108209,0.049017,0.079407,-0.033844,8.324090,8.324090,8.324090
1260.000000,33.578304,-117.064343,419.127038,33.578623,-117.064414,332.128018,0.047281,0.075315,-0.032947,8.313541,8.313541,8.313541
1275.000000,33.578306,-117.064338,418.268795,33.578614,-117.064409,334.123759,0.045621,0.071366,-0.032078,8.300082,8.300082,8.300082
1290.000000,33.578306,-117.064341,417.403812,33.578605,-117.064406,336.035877,0.044030,0.067633,-0.031259,8.286620,8.286620,8.286620
1305.000000,33.578304,-117.064341,417.137252,33.578595,-117.064402,337.909417,0.042494,0.064052,-0.030477,8.272128,8.272128,8.272128
1320.000000,33.578308,-117.064333,416.014803,33.578587,-117.064398,339.784622,0.041027,0.060563,-0.029708,8.252689,8.252689,8.252689
1335.000000,33.578305,-117.064338,415.436776,33.578578,-117.064394,341.550990,0.039624,0.057298,-0.028999,8.235373,8.235373,8.235373
1350.000000,33.578309,-117.064335,414.557440,33.578569,-117.064390,343.291758,0.038281,0.054157,-0.028304,8.215036,8.215036,8.215036
1365.000000,33.578306,-117.064335,414.370652,33.578561,-117.064387,344.974887,0.036991,0.051165,-0.027648,8.195042,8.195042,8.195042
1380.000000,33.578309,-117.064332,413.252919,33.578553,-117.064383,346.607232,0.035767,0.048309,-0.027018,8.172951,8.172951,8.172951
1395.000000,33.578310,-117.064335,412.738822,33.578545,-117.064380,348.179186,0.034588,0.045606,-0.026414,8.150804,8.150804,8.150804
1410.000000,33.578310,-117.064331,411.754168,33.578537,-117.064376,349.689475,0.033475,0.043033,-0.025847,8.127657,8.127657,8.127657
1425.000000,33.578313,-117.064329,411.180204,33.578530,-117.064373,351.179204,0.032405,0.040556,-0.025288,8.101857,8.101857,8.101857
1440.000000,33.578310,-117.064329,410.949309,33.578523,-117.064370,352.607687,0.031381,0.038207,-0.024764,8.077052,8.077052,8.077052
1455.000000,33.578315,-117.064324,409.477834,33.578515,-117.064366,353.991524,0.030418,0.035962,-0.024257,8.048888,8.048888,8.048888
1470.000000,33.578312,-117.064325,409.080639,33.578508,-117.064363,355.314491,0.029494,0.033837,-0.023786,8.021509,8.021509,8.021509
1485.000000,33.578315,-117.064324,407.941984,33.578502,-117.064360,356.575945,0.028620,0.031830,-0.023337,7.993015,7.993015,7.993015
1500.000000,33.578316,-117.064325,406.814571,33.578495,-117.064357,357.774344,0.027786,0.029938,-0.022917,7.963651,7.963651,7.963651
1515.000000,33.578315,-117.064323,406.918541,33.578489,-117.064354,358.955976,0.026982,0.028114,-0.022505,7.933512,7.933512,7.933512
1530.000000,33.578317,-117.064317,405.756777,33.578483,-117.064351,360.093019,0.026230,0.026371,-0.022114,7.900939,7.900939,7.900939
1545.000000,33.578316,-117.064319,405.551497,33.578477,-117.064348,361.190181,0.025501,0.024716,-0.021740,7.868688,7.868688,7.868688
1560.000000,33.578319,-117.064317,404.507028,33.578471,-117.064345,362.233098,0.024815,0.023156,-0.021382,7.835333,7.835333,7.835333
1575.000000,33.578319,-117.064318,403.879254,33.578465,-117.064342,363.218599,0.024160,0.021691,-0.021046,7.802764,7.802764,7.802764
1590.000000,33.578319,-117.064319,402.564711,33.578460,-117.064340,364.121494,0.023546,0.020336,-0.020744,7.771222,7.771222,7.771222
1605.000000,33.578321,-117.064315,401.944715,33.578454,-117.064337,364.995471,0.022967,0.019040,-0.020449,7.738084,7.738084,7.738084
1620.000000,33.578320,-117.064316,401.661369,33.578449,-117.064334,365.833121,0.022407,0.017813,-0.020168,7.705486,7.705486,7.705486
1635.000000,33.578322,-117.064316,400.898590,33.578444,-117.064332,366.634706,0.021872,0.016651,-0.019897,7.671615,7.671615,7.671615
1650.000000,33.578319,-117.064313,400.501720,33.578439,-117.064329,367.398167,0.021365,0.015545,-0.019647,7.638295,7.638295,7.638295
1665.000000,33.578319,-117.064313,400.026820,33.578435,-117.064327,368.127008,0.020879,0.014498,-0.019409,7.604941,7.604941,7.604941
1680.000000,33.578323,-117.064310,399.406801,33.578430,-117.064324,368.828753,0.020422,0.013504,-0.019170,7.570112,7.570112,7.570112
1695.000000,33.578320,-117.064315,398.995460,33.578426,-117.064322,369.478498,0.019975,0.012582,-0.018954,7.537963,7.537963,7.537963
1710.000000,33.578324,-117.064310,397.791870,33.578422,-117.064320,370.083281,0.019567,0.011717,-0.018747,7.504221,7.504221,7.504221
1725.000000,33.578320,-117.064307,397.952040,33.578417,-117.064317,370.677666,0.019173,0.010877,-0.018550,7.470822,7.470822,7.470822
1740.000000,33.578319,-117.064310,397.780893,33.578413,-117.064315,371.246685,0.018785,0.010084,-0.018361,7.438285,7.438285,7.438285
1755.000000,33.578321,-117.064307,397.382346,33.578409,-117.064313,371.797806,0.018418,0.009326,-0.018172,7.404538,7.404538,7.404538
1770.000000,33.578320,-117.064310,396.479310,33.578405,-117.064311,372.295779,0.018066,0.008630,-0.018004,7.372282,7.372282,7.372282
1785.000000,33.578322,-117.064309,396.129496,33.578402,-117.064309,372.775615,0.017728,0.007970,-0.017835,7.339335,7.339335,7.339335
1800.000000,33.578320,-117.064309,395.649240,33.578398,-117.064307,373.221252,0.017406,0.007350,-0.017681,7.307636,7.307636,7.307636
1815.000000,33.578320,-117.064308,395.245822,33.578395,-117.064305,373.651878,0.017095,0.006757,-0.017532,7.274628,7.274628,7.274628
1830.000000,33.578321,-117.064306,394.734788,33.578391,-117.064303,374.058125,0.016801,0.006197,-0.017387,7.241310,7.241310,7.241310
1845.000000,33.578320,-117.064307,394.463031,33.578388,-117.064302,374.443684,0.016515,0.005669,-0.017248,7.208577,7.208577,7.208577
1860.000000,33.578323,-117.064307,393.669033,33.578385,-117.064300,374.799934,0.016244,0.005179,-0.017113,7.174908,7.174908,7.174908
1875.000000,33.578321,-117.064308,393.418939,33.578382,-117.064298,375.139398,0.015978,0.004714,-0.016986,7.141511,7.141511,7.141511
1890.000000,33.578323,-117.064305,393.193759,33.578379,-117.064297,375.472426,0.015725,0.004267,-0.016854,7.106583,7.106583,7.106583
1905.000000,33.578323,-117.064304,392.732747,33.578376,-117.064295,375.779737,0.015486,0.003849,-0.016729,7.072445,7.072445,7.072445
1920.000000,33.578324,-117.064302,392.383298,33.578373,-117.064293,376.071291,0.015259,0.003453,-0.016606,7.037952,7.037952,7.037952
1935.000000,33.578324,-117.064303,392.121950,33.578370,-117.064292,376.348943,0.015036,0.003079,-0.016485,7.003419,7.003419,7.003419
1950.000000,33.578322,-117.064300,391.527800,33.578368,-117.064290,376.597260,0.014830,0.002729,-0.016377,6.969968,6.969968,6.969968
1965.000000,33.578324,-117.064300,391.099792,33.578365,-117.064289,376.834020,0.014631,0.002400,-0.016268,6.934881,6.934881,6.934881
1980.000000,33.578324,-117.064301,390.758978,33.578363,-117.064287,377.053654,0.014436,0.002093,-0.016163,6.900252,6.900252,6.900252
1995.000000,33.578325,-117.064301,389.989372,33.578360,-117.064286,377.245908,0.014252,0.001814,-0.016064,6.865240,6.865240,6.865240
2010.000000,33.578326,-117.064301,389.530935,33.578358,-117.064284,377.421004,0.014076,0.001555,-0.015967,6.830000,6.830000,6.830000
2025.000000,33.578327,-117.064300,389.166347,33.578356,-117.064283,377.581623,0.013908,0.001314,-0.015871,6.794761,6.794761,6.794761
2040.000000,33.578323,-117.064298,388.963955,33.578353,-117.064282,377.728576,0.013747,0.001082,-0.015786,6.760981,6.760981,6.760981
2055.000000,33.578325,-117.064302,388.207462,33.578351,-117.064281,377.849145,0.013588,0.000880,-0.015705,6.727293,6.727293,6.727293
2070.000000,33.578326,-117.064303,387.508308,33.578349,-117.064279,377.942854,0.013438,0.000702,-0.015630,6.694765,6.694765,6.694765
2085.000000,33.578351,-117.064362,401.988472,33.578348,-117.064280,378.411241,0.013105,0.000407,-0.015347,6.673445,6.673445,6.673445
2100.000000,33.578348,-117.064361,402.094670,33.578347,-117.064280,378.870527,0.012782,0.000119,-0.015076,6.652563,6.652563,6.652563
2115.000000,33.578348,-117.064363,401.210711,33.578346,-117.064281,379.295903,0.012472,-0.000143,-0.014821,6.631773,6.631773,6.631773
2130.000000,33.578349,-117.064355,401.051425,33.578345,-117.064281,379.719569,0.012179,-0.000403,-0.014567,6.609321,6.609321,6.609321
2145.000000,33.578347,-117.064354,401.096692,33.578343,-117.064282,380.139428,0.011893,-0.000657,-0.014321,6.586394,6.586394,6.586394
2160.000000,33.578347,-117.064359,399.199375,33.578342,-117.064282,380.487655,0.011626,-0.000864,-0.014105,6.565318,6.565318,6.565318
2175.000000,33.578361,-117.064281,421.537382,33.578342,-117.064280,381.482306,0.011324,-0.001453,-0.013613,6.540709,6.540709,6.540709
2190.000000,33.578360,-117.064279,420.930137,33.578341,-117.064279,382.428191,0.011039,-0.002007,-0.013148,6.517023,6.517023,6.517023
2205.000000,33.578362,-117.064277,420.797847,33.578340,-117.064277,383.370806,0.010763,-0.002547,-0.012687,6.491610,6.491610,6.491610
2220.000000,33.578359,-117.064277,419.833355,33.578340,-117.064275,384.247628,0.010505,-0.003045,-0.012264,6.467912,6.467912,6.467912
2235.000000,33.578360,-117.064275,419.663752,33.578339,-117.064273,385.111879,0.010256,-0.003526,-0.011849,6.443272,6.443272,6.443272
2250.000000,33.578360,-117.064275,419.638110,33.578338,-117.064272,385.970562,0.010010,-0.003994,-0.011442,6.417397,6.417397,6.417397
2265.000000,33.578355,-117.064276,418.833474,33.578338,-117.064270,386.772551,0.009776,-0.004429,-0.011070,6.393141,6.393141,6.393141
2280.000000,33.578357,-117.064273,418.701382,33.578337,-117.064269,387.562391,0.009553,-0.004848,-0.010704,6.368078,6.368078,6.368078
2295.000000,33.578357,-117.064274,418.231380,33.578336,-117.064267,388.325866,0.009337,-0.005244,-0.010353,6.342712,6.342712,6.342712
2310.000000,33.578355,-117.064274,416.956414,33.578336,-117.064266,389.025278,0.009138,-0.005602,-0.010033,6.318831,6.318831,6.318831
2325.000000,33.578357,-117.064273,417.032414,33.578335,-117.064264,389.724823,0.008942,-0.005951,-0.009713,6.293541,6.293541,6.293541
2340.000000,33.578356,-117.064271,416.872302,33.578335,-117.064263,390.402766,0.008755,-0.006285,-0.009407,6.268595,6.268595,6.268595
2355.000000,33.578353,-117.064273,416.165384,33.578334,-117.064261,391.033893,0.008577,-0.006591,-0.009128,6.245359,6.245359,6.245359
2370.000000,33.578354,-117.064272,416.444633,33.578333,-117.064260,391.667374,0.008401,-0.006891,-0.008848,6.221175,6.221175,6.221175
2385.000000,33.578352,-117.064270,416.354052,33.578333,-117.064258,392.282561,0.008233,-0.007178,-0.008582,6.197390,6.197390,6.197390
2400.000000,33.578350,-117.064273,414.887866,33.578332,-117.064257,392.837292,0.008075,-0.007432,-0.008343,6.174885,6.174885,6.174885
2415.000000,33.578354,-117.064271,414.665605,33.578332,-117.064256,393.386833,0.007924,-0.007674,-0.008103,6.150707,6.150707,6.150707
2430.000000,33.578351,-117.064268,414.332080,33.578331,-117.064255,393.911741,0.007782,-0.007904,-0.007878,6.127244,6.127244,6.127244
2445.000000,33.578352,-117.064272,413.612361,33.578330,-117.064253,394.408258,0.007643,-0.008112,-0.007664,6.103636,6.103636,6.103636
2460.000000,33.578352,-117.064271,413.821379,33.578330,-117.064252,394.905627,0.007505,-0.008316,-0.007452,6.079184,6.079184,6.079184
2475.000000,33.578353,-117.064270,413.478057,33.578329,-117.064251,395.387061,0.007374,-0.008508,-0.007245,6.054218,6.054218,6.054218
2490.000000,33.578351,-117.064270,412.288383,33.578329,-117.064250,395.820963,0.007253,-0.008675,-0.007061,6.030417,6.030417,6.030417
2505.000000,33.578352,-117.064271,412.244970,33.578328,-117.064249,396.249613,0.007133,-0.008835,-0.006878,6.005775,6.005775,6.005775
2520.000000,33.578352,-117.064268,411.759283,33.578328,-117.064248,396.657780,0.007023,-0.008983,-0.006704,5.980970,5.980970,5.980970
2535.000000,33.578348,-117.064268,410.992168,33.578327,-117.064246,397.027216,0.006920,-0.009115,-0.006551,5.958398,5.958398,5.958398
2550.000000,33.578347,-117.064270,410.886619,33.578327,-117.064245,397.388074,0.006816,-0.009239,-0.006404,5.935535,5.935535,5.935535
2565.000000,33.578348,-117.064268,410.940541,33.578326,-117.064244,397.745232,0.006716,-0.009359,-0.006257,5.912223,5.912223,5.912223
2580.000000,33.578346,-117.064269,409.919329,33.578326,-117.064243,398.066950,0.006623,-0.009461,-0.006126,5.889502,5.889502,5.889502
2595.000000,33.578343,-117.064269,409.316112,33.578325,-117.064242,398.362403,0.006535,-0.009551,-0.006010,5.868054,5.868054,5.868054
2610.000000,33.578346,-117.064268,409.457171,33.578324,-117.064242,398.659538,0.006449,-0.009638,-0.005889,5.845551,5.845551,5.845551
2625.000000,33.578344,-117.064268,409.262506,33.578324,-117.064241,398.946021,0.006364,-0.009719,-0.005775,5.823044,5.823044,5.823044
2640.000000,33.578342,-117.064269,408.549775,33.578323,-117.064240,399.204555,0.006285,-0.009787,-0.005674,5.801958,5.801958,5.801958
2655.000000,33.578344,-117.064267,408.724403,33.578323,-117.064239,399.466571,0.006207,-0.009854,-0.005570,5.779563,5.779563,5.779563
2670.000000,33.578344,-117.064267,408.913300,33.578322,-117.064238,399.729155,0.006130,-0.009918,-0.005465,5.756857,5.756857,5.756857
2685.000000,33.578339,-117.064266,408.122035,33.578322,-117.064237,399.962630,0.006058,-0.009974,-0.005378,5.735675,5.735675,5.735675
2700.000000,33.578339,-117.064267,407.432977,33.578321,-117.064236,400.176732,0.005990,-0.010018,-0.005297,5.713771,5.713771,5.713771
2715.000000,33.578339,-117.064267,407.781392,33.578320,-117.064235,400.394871,0.005920,-0.010062,-0.005214,5.691984,5.691984,5.691984
2730.000000,33.578337,-117.064268,406.812794,33.578320,-117.064235,400.583369,0.005856,-0.010094,-0.005144,5.671036,5.671036,5.671036
2745.000000,33.578335,-117.064269,407.376363,33.578319,-117.064234,400.781902,0.005788,-0.010129,-0.005074,5.650015,5.650015,5.650015
2760.000000,33.578340,-117.064269,407.202277,33.578319,-117.064233,400.976241,0.005721,-0.010156,-0.004997,5.627274,5.627274,5.627274
2775.000000,33.578335,-117.064268,406.686516,33.578318,-117.064233,401.150648,0.005660,-0.010179,-0.004934,5.606295,5.606295,5.606295
2790.000000,33.578331,-117.064271,405.044243,33.578317,-117.064232,401.280686,0.005603,-0.010184,-0.004890,5.586709,5.586709,5.586709
2805.000000,33.578335,-117.064268,406.241850,33.578317,-117.064231,401.439981,0.005544,-0.010197,-0.004831,5.564850,5.564850,5.564850
2820.000000,33.578337,-117.064267,406.496047,33.578316,-117.064231,401.603701,0.005486,-0.010210,-0.004768,5.542164,5.542164,5.542164
2835.000000,33.578335,-117.064269,405.307244,33.578316,-117.064230,401.733801,0.005433,-0.010209,-0.004718,5.520672,5.520672,5.520672
2850.000000,33.578336,-117.064270,405.592678,33.578315,-117.064229,401.868866,0.005377,-0.010208,-0.004665,5.498613,5.498613,5.498613
2865.000000,33.578337,-117.064268,405.488729,33.578315,-117.064229,401.999402,0.005325,-0.010204,-0.004612,5.476041,5.476041,5.476041
2880.000000,33.578338,-117.064269,405.526770,33.578314,-117.064228,402.128665,0.005272,-0.010198,-0.004557,5.453115,5.453115,5.453115
2895.000000,33.578335,-117.064271,404.676809,33.578314,-117.064228,402.233774,0.005222,-0.010182,-0.004514,5.431317,5.431317,5.431317
2910.000000,33.578335,-117.064269,405.382832,33.578313,-117.064227,402.354492,0.005170,-0.010173,-0.004466,5.408605,5.408605,5.408605
2925.000000,33.578336,-117.064270,405.075684,33.578313,-117.064227,402.465701,0.005119,-0.010158,-0.004419,5.385576,5.385576,5.385576
2940.000000,33.578329,-117.064271,403.182288,33.578312,-117.064227,402.528424,0.005076,-0.010130,-0.004396,5.365227,5.365227,5.365227
2955.000000,33.578328,-117.064272,402.638461,33.578312,-117.064226,402.577257,0.005035,-0.010096,-0.004377,5.345165,5.345165,5.345165
2970.000000,33.578334,-117.064271,403.662654,33.578311,-117.064226,402.649180,0.004992,-0.010065,-0.004343,5.323094,5.323094,5.323094
2985.000000,33.578334,-117.064269,403.712499,33.578311,-117.064225,402.720859,0.004950,-0.010035,-0.004309,5.300672,5.300672,5.300672
3000.000000,33.578331,-117.064269,404.035835,33.578310,-117.064225,402.798437,0.004906,-0.010010,-0.004277,5.278678,5.278678,5.278678
