t_gps,kf_lat,kf_lon,kf_h,rts_lat,rts_lon,rts_h,kf_sigma,rts_sigma
21360,33.5783,-117.06419,478.936195,33.578351,-117.064251,457.456435,3.938759,1.241631
21375,33.578299,-117.06419,478.989682,33.578351,-117.064251,457.457039,3.940744,1.241257
21390,33.578299,-117.06419,479.042572,33.578351,-117.064251,457.457642,3.942723,1.240883
21405,33.578299,-117.064191,479.094646,33.578351,-117.064251,457.458245,3.944705,1.240509
21420,33.578299,-117.064191,479.146023,33.578351,-117.064251,457.458849,3.946708,1.240135
21435,33.578299,-117.064191,479.195875,33.578351,-117.064251,457.459452,3.948694,1.239761
21450,33.578298,-117.064191,479.245478,33.578351,-117.064251,457.460055,3.950677,1.239388
21465,33.578298,-117.064191,479.293842,33.578351,-117.064251,457.460659,3.952675,1.239014
21480,33.578298,-117.064192,479.34164,33.578351,-117.064251,457.461262,3.954647,1.23864
21495,33.578298,-117.064192,479.388261,33.578351,-117.064251,457.461865,3.956639,1.238267
21510,33.578297,-117.064192,479.43463,33.578351,-117.064251,457.462469,3.958625,1.237893
21525,33.578297,-117.064192,479.479021,33.578351,-117.064251,457.463072,3.960607,1.23752
21540,33.578297,-117.064192,479.522278,33.578351,-117.064251,457.463675,3.96259,1.237147
21555,33.578297,-117.064193,479.56518,33.578351,-117.064251,457.464279,3.964569,1.236774
21570,33.578297,-117.064193,479.606724,33.578351,-117.064251,457.464882,3.966562,1.2364
21585,33.578296,-117.064193,479.647783,33.578351,-117.064251,457.465485,3.968538,1.236027
21600,33.578296,-117.064193,479.687295,33.578351,-117.064251,457.466089,3.970535,1.235655
21615,33.578296,-117.064194,479.726518,33.578351,-117.064251,457.466692,3.972501,1.235282
21630,33.578296,-117.064194,479.76485,33.578351,-117.064251,457.467295,3.974492,1.234909
21645,33.578295,-117.064194,479.802146,33.578351,-117.064251,457.467899,3.976467,1.234536
21660,33.578295,-117.064194,479.837993,33.578351,-117.064251,457.468502,3.978448,1.234164
21675,33.578295,-117.064194,479.873593,33.578351,-117.064251,457.469105,3.980416,1.233791
21690,33.578295,-117.064195,479.908149,33.578351,-117.064251,457.469709,3.982388,1.233419
21705,33.578295,-117.064195,479.941256,33.578351,-117.064251,457.470312,3.98435,1.233046
21720,33.578294,-117.064195,479.973544,33.578351,-117.064251,457.470915,3.986333,1.232674
21735,33.578294,-117.064195,480.00506,33.578351,-117.064251,457.471519,3.988312,1.232302
21750,33.578294,-117.064196,480.035344,33.578351,-117.064251,457.472122,3.990283,1.23193
21765,33.578294,-117.064196,480.064408,33.578351,-117.064251,457.472725,3.992267,1.231558
21780,33.578293,-117.064196,480.093291,33.578351,-117.064251,457.473329,3.994234,1.231186
21795,33.578293,-117.064196,480.12054,33.57835,-117.064251,457.473932,3.996216,1.230814
21810,33.578293,-117.064197,480.147056,33.57835,-117.064251,457.474535,3.998181,1.230442
21825,33.578293,-117.064197,480.172248,33.57835,-117.064251,457.475139,4.00015,1.230071
21840,33.578293,-117.064197,480.196651,33.57835,-117.064251,457.475742,4.002125,1.229699
21855,33.578292,-117.064197,480.219896,33.57835,-117.064251,457.476345,4.004104,1.229328
21870,33.578292,-117.064197,480.242305,33.57835,-117.064251,457.476949,4.006058,1.228956
21885,33.578292,-117.064198,480.264102,33.57835,-117.064251,457.477552,4.008027,1.228585
21900,33.578292,-117.064198,480.284921,33.57835,-117.064251,457.478155,4.009966,1.228214
21915,33.578292,-117.064198,480.305224,33.57835,-117.064251,457.478759,4.01193,1.227843
21930,33.578291,-117.064198,480.323551,33.57835,-117.064251,457.479362,4.013871,1.227472
21945,33.578291,-117.064199,480.34112,33.57835,-117.064251,457.479965,4.015808,1.227101
21960,33.578291,-117.064199,480.357526,33.57835,-117.064251,457.480569,4.017731,1.22673
21975,33.578291,-117.064199,480.373169,33.57835,-117.064251,457.481172,4.019655,1.226359
21990,33.578291,-117.064199,480.3871,33.57835,-117.064251,457.481775,4.021577,1.225988
22005,33.57829,-117.0642,480.400181,33.57835,-117.064251,457.482379,4.023493,1.225618
22020,33.57829,-117.0642,480.412076,33.57835,-117.064251,457.482982,4.025395,1.225247
22035,33.57829,-117.0642,480.423406,33.57835,-117.064251,457.483585,4.027299,1.224877
22050,33.57829,-117.0642,480.433527,33.57835,-117.064251,457.484189,4.029215,1.224506
22065,33.57829,-117.064201,480.442684,33.57835,-117.064251,457.484792,4.031094,1.224136
22080,33.578289,-117.064201,480.450454,33.57835,-117.064251,457.485395,4.032997,1.223766
22095,33.578289,-117.064201,480.45792,33.57835,-117.064251,457.485999,4.034851,1.223396
22110,33.578289,-117.064201,480.463564,33.57835,-117.064251,457.486602,4.036737,1.223026
22125,33.578289,-117.064202,480.4683,33.57835,-117.064251,457.487205,4.038601,1.222656
22140,33.578288,-117.064202,480.472412,33.57835,-117.064251,457.487809,4.040474,1.222286
22155,33.578288,-117.064202,480.475363,33.57835,-117.064251,457.488412,4.042341,1.221916
22170,33.578288,-117.064202,480.476648,33.57835,-117.064251,457.489015,4.044215,1.221546
22185,33.578288,-117.064203,480.477167,33.57835,-117.064251,457.489619,4.046075,1.221177
22200,33.578288,-117.064203,480.476246,33.57835,-117.064251,457.490222,4.047932,1.220807
22215,33.578287,-117.064203,480.474296,33.57835,-117.064251,457.490825,4.049781,1.220438
22230,33.578287,-117.064203,480.471334,33.57835,-117.064251,457.491429,4.051615,1.220068
22245,33.578287,-117.064204,480.466938,33.57835,-117.064251,457.492032,4.053445,1.219699
22260,33.578287,-117.064204,480.461282,33.57835,-117.064251,457.492635,4.055281,1.21933
22275,33.578287,-117.064204,480.45562,33.57835,-117.064251,457.493239,4.057082,1.218961
22290,33.578286,-117.064204,480.448063,33.57835,-117.064251,457.493842,4.058909,1.218592
22305,33.578286,-117.064205,480.439786,33.57835,-117.064251,457.494445,4.060685,1.218223
22320,33.578286,-117.064205,480.430025,33.57835,-117.064251,457.495049,4.062478,1.217854
22335,33.578286,-117.064205,480.419646,33.57835,-117.064251,457.495652,4.064251,1.217486
22350,33.578286,-117.064205,480.408089,33.57835,-117.064251,457.496255,4.066026,1.217117
22365,33.578285,-117.064206,480.39513,33.57835,-117.064251,457.496859,4.067788,1.216748
22380,33.578285,-117.064206,480.381076,33.57835,-117.064251,457.497462,4.069527,1.21638
22395,33.578285,-117.064206,480.366088,33.57835,-117.064251,457.498065,4.071274,1.216012
22410,33.578285,-117.064206,480.349851,33.57835,-117.064251,457.498669,4.073004,1.215643
22425,33.578285,-117.064207,480.333158,33.57835,-117.064251,457.499272,4.074725,1.215275
22440,33.578284,-117.064207,480.31502,33.57835,-117.064251,457.499875,4.076446,1.214907
22455,33.578284,-117.064207,480.295464,33.57835,-117.064251,457.500479,4.078151,1.214539
22470,33.578284,-117.064208,480.275106,33.57835,-117.064251,457.501082,4.079832,1.214171
22485,33.578284,-117.064208,480.254148,33.57835,-117.064251,457.501685,4.081508,1.213803
22500,33.578284,-117.064208,480.231639,33.57835,-117.064251,457.502289,4.083177,1.213436
22515,33.578283,-117.064208,480.207833,33.57835,-117.064251,457.502892,4.084853,1.213068
22530,33.578283,-117.064209,480.183291,33.57835,-117.064251,457.503495,4.086516,1.2127
22545,33.578283,-117.064209,480.156978,33.57835,-117.064251,457.504099,4.088176,1.212333
22560,33.578283,-117.064209,480.129592,33.57835,-117.064251,457.504702,4.089818,1.211965
22575,33.578283,-117.06421,480.100664,33.57835,-117.064251,457.505305,4.091448,1.211598
22590,33.578282,-117.06421,480.071283,33.578349,-117.064251,457.505909,4.093078,1.211231
22605,33.578282,-117.06421,480.040491,33.578349,-117.064251,457.506512,4.094704,1.210864
22620,33.578282,-117.06421,480.008454,33.578349,-117.064251,457.507115,4.096305,1.210497
22635,33.578282,-117.064211,479.975055,33.578349,-117.064251,457.507719,4.097893,1.21013
22650,33.578282,-117.064211,479.940903,33.578349,-117.064251,457.508322,4.099476,1.209763
22665,33.578282,-117.064211,479.905737,33.578349,-117.064251,457.508925,4.101025,1.209396
22680,33.578281,-117.064212,479.869208,33.578349,-117.064251,457.509529,4.102575,1.20903
22695,33.578281,-117.064212,479.831321,33.578349,-117.064251,457.510132,4.104089,1.208663
22710,33.578281,-117.064212,479.792112,33.578349,-117.064251,457.510735,4.105623,1.208296
22725,33.578281,-117.064213,479.752012,33.578349,-117.064251,457.511339,4.10714,1.20793
22740,33.578281,-117.064213,479.710064,33.578349,-117.064251,457.511942,4.108649,1.207564
22755,33.57828,-117.064213,479.667606,33.578349,-117.064251,457.512545,4.110134,1.207197
22770,33.57828,-117.064214,479.623874,33.578349,-117.064251,457.513148,4.111606,1.206831
22785,33.57828,-117.064214,479.579161,33.578349,-117.064251,457.513752,4.113076,1.206465
22800,33.57828,-117.064214,479.533205,33.578349,-117.064251,457.514355,4.114526,1.206099
22815,33.57828,-117.064214,479.485674,33.578349,-117.064251,457.514958,4.115982,1.205733
22830,33.578279,-117.064215,479.437296,33.578349,-117.064251,457.515562,4.117414,1.205368
22845,33.578279,-117.064215,479.387632,33.578349,-117.064251,457.516165,4.118823,1.205002
22860,33.578279,-117.064215,479.336153,33.578349,-117.064251,457.516768,4.120224,1.204636
22875,33.578279,-117.064216,479.33276,33.578349,-117.064251,457.517372,4.121266,1.204271
22890,33.578279,-117.064216,479.328278,33.578349,-117.064251,457.517975,4.122301,1.203906
22905,33.578279,-117.064217,479.32312,33.578349,-117.064251,457.518578,4.123335,1.20354
22920,33.578279,-117.064217,479.316938,33.578349,-117.064251,457.519182,4.124365,1.203175
22935,33.578279,-117.064217,479.309963,33.578349,-117.064251,457.519785,4.125361,1.20281
22950,33.578279,-117.064218,479.30132,33.578349,-117.064251,457.520388,4.126371,1.202445
22965,33.578279,-117.064218,479.292161,33.578349,-117.064251,457.520992,4.127381,1.20208
22980,33.578279,-117.064218,479.280641,33.578349,-117.064251,457.521595,4.128381,1.201715
22995,33.578279,-117.064219,479.267358,33.578349,-117.064251,457.522198,4.129386,1.20135
23010,33.578279,-117.064219,479.252275,33.578349,-117.064251,457.522802,4.130389,1.200985
23025,33.578279,-117.06422,479.237036,33.578349,-117.064251,457.523405,4.131396,1.200621
23040,33.578279,-117.06422,479.219936,33.578349,-117.064251,457.524008,4.132396,1.200256
23055,33.578279,-117.06422,479.203171,33.578349,-117.064251,457.524612,4.133368,1.199892
23070,33.578279,-117.064221,479.184835,33.578349,-117.064251,457.525215,4.134335,1.199528
23085,33.578279,-117.064221,479.165171,33.578349,-117.064251,457.525818,4.135292,1.199163
23100,33.578279,-117.064221,479.145405,33.578349,-117.064251,457.526422,4.136218,1.198799
23115,33.578279,-117.064222,479.122879,33.578349,-117.064251,457.527025,4.137173,1.198435
23130,33.578279,-117.064222,479.099616,33.578349,-117.064251,457.527628,4.138122,1.198071
23145,33.578279,-117.064223,479.075427,33.578349,-117.064251,457.528232,4.139021,1.197707
23160,33.578279,-117.064223,479.049676,33.578349,-117.064251,457.528835,4.139931,1.197344
23175,33.578279,-117.064223,479.023109,33.578349,-117.064251,457.529438,4.140806,1.19698
23190,33.578279,-117.064224,478.995388,33.578349,-117.064251,457.530042,4.141648,1.196616
23205,33.578279,-117.064224,478.966215,33.578349,-117.064251,457.530645,4.142512,1.196253
23220,33.578279,-117.064225,478.93464,33.578349,-117.064251,457.531248,4.143367,1.19589
23235,33.578279,-117.064225,478.902995,33.578349,-117.064251,457.531852,4.144188,1.195526
23250,33.578279,-117.064226,478.943772,33.578349,-117.064251,457.532455,4.144989,1.195163
23265,33.578279,-117.064226,478.98243,33.578349,-117.064251,457.533058,4.145784,1.1948
23280,33.578279,-117.064227,479.019822,33.578349,-117.064251,457.533662,4.146563,1.194437
23295,33.578279,-117.064227,479.056387,33.578349,-117.064251,457.534265,4.147354,1.194074
23310,33.578278,-117.064228,479.091726,33.578349,-117.064251,457.534868,4.14815,1.193711
23325,33.578278,-117.064228,479.125935,33.578349,-117.064251,457.535472,4.148946,1.193348
23340,33.578278,-117.064229,479.158702,33.578349,-117.064251,457.536075,4.149748,1.192986
23355,33.578278,-117.064229,479.189116,33.578349,-117.064251,457.536678,4.150531,1.192623
23370,33.578278,-117.06423,479.218936,33.578348,-117.064251,457.537282,4.151324,1.192261
23385,33.578277,-117.06423,479.246474,33.578348,-117.064251,457.537885,4.152119,1.191898
23400,33.578277,-117.064231,479.272116,33.578348,-117.064251,457.538488,4.152912,1.191536
23415,33.578277,-117.064231,479.296371,33.578348,-117.064251,457.539092,4.153701,1.191174
23430,33.578277,-117.064232,479.319687,33.578348,-117.064251,457.539695,4.15449,1.190812
23445,33.578277,-117.064232,479.34217,33.578348,-117.064251,457.540298,4.155269,1.19045
23460,33.578276,-117.064233,479.362612,33.578348,-117.064251,457.540902,4.156038,1.190088
23475,33.578276,-117.064233,479.381454,33.578348,-117.064251,457.541505,4.156818,1.189726
23490,33.578276,-117.064234,479.398806,33.578348,-117.064251,457.542108,4.15759,1.189364
23505,33.578276,-117.064234,479.415632,33.578348,-117.064251,457.542712,4.158385,1.189003
23520,33.578276,-117.064235,479.430692,33.578348,-117.064251,457.543315,4.159168,1.188641
23535,33.578275,-117.064236,479.444174,33.578348,-117.064251,457.543918,4.15997,1.18828
23550,33.578275,-117.064236,479.454916,33.578348,-117.064251,457.544522,4.160746,1.187919
23565,33.578275,-117.064237,479.463924,33.578348,-117.064251,457.545125,4.161506,1.187557
23580,33.578275,-117.064237,479.472176,33.578348,-117.064251,457.545728,4.162261,1.187196
23595,33.578275,-117.064238,479.478249,33.578348,-117.064251,457.546332,4.163005,1.186835
23610,33.578274,-117.064238,479.483919,33.578348,-117.064251,457.546935,4.163754,1.186474
23625,33.578274,-117.064239,479.488236,33.578348,-117.064251,457.547538,4.164501,1.186113
23640,33.578274,-117.064239,479.490968,33.578348,-117.064251,457.548142,4.165249,1.185752
23655,33.578274,-117.06424,479.491885,33.578348,-117.064251,457.548745,4.165989,1.185392
23670,33.578274,-117.06424,479.490463,33.578348,-117.064251,457.549348,4.166703,1.185031
23685,33.578273,-117.064241,479.488012,33.578348,-117.064251,457.549952,4.167424,1.184671
23700,33.578273,-117.064241,479.484042,33.578348,-117.064251,457.550555,4.16813,1.18431
23715,33.578273,-117.064242,479.478662,33.578348,-117.064251,457.551158,4.168834,1.18395
23730,33.578273,-117.064242,479.47198,33.578348,-117.064251,457.551762,4.169527,1.18359
23745,33.578273,-117.064243,479.46367,33.578348,-117.064251,457.552365,4.170209,1.18323
23760,33.578273,-117.064243,479.453989,33.578348,-117.064251,457.552968,4.170868,1.18287
23775,33.578272,-117.064244,479.442481,33.578348,-117.064251,457.553572,4.171536,1.18251
23790,33.578272,-117.064244,479.429216,33.578348,-117.064251,457.554175,4.172175,1.18215
23805,33.578272,-117.064245,479.414594,33.578348,-117.064251,457.554778,4.17283,1.18179
23820,33.578272,-117.064245,479.399025,33.578348,-117.064251,457.555382,4.173471,1.181431
23835,33.578272,-117.064246,479.380523,33.578348,-117.064251,457.555985,4.1741,1.181071
23850,33.578271,-117.064246,479.361062,33.578348,-117.064251,457.556588,4.174709,1.180712
23865,33.578271,-117.064247,479.339728,33.578348,-117.064251,457.557192,4.175313,1.180352
23880,33.578271,-117.064247,479.317898,33.578348,-117.064251,457.557795,4.175901,1.179993
23895,33.578271,-117.064248,479.29479,33.578348,-117.064251,457.558398,4.176508,1.179634
23910,33.578271,-117.064248,479.269355,33.578348,-117.064251,457.559002,4.177073,1.179275
23925,33.578271,-117.064249,479.2421,33.578348,-117.064251,457.559605,4.177632,1.178916
23940,33.57827,-117.064249,479.213627,33.578348,-117.064251,457.560208,4.178187,1.178557
23955,33.57827,-117.06425,479.184878,33.578348,-117.064251,457.560812,4.178733,1.178199
23970,33.57827,-117.06425,479.154623,33.578348,-117.064251,457.561415,4.179282,1.17784
23985,33.57827,-117.064251,479.121577,33.578348,-117.064251,457.562018,4.179796,1.177481
24000,33.57827,-117.064252,479.085866,33.578348,-117.064251,457.562622,4.180299,1.177123
24015,33.578269,-117.064252,479.049437,33.578348,-117.064251,457.563225,4.180785,1.176764
24030,33.578269,-117.064253,479.01263,33.578348,-117.064251,457.563828,4.181272,1.176406
24045,33.578269,-117.064253,478.972493,33.578348,-117.064251,457.564432,4.18174,1.176048
24060,33.578269,-117.064254,478.93139,33.578348,-117.064251,457.565035,4.182193,1.17569
24075,33.578269,-117.064254,478.889293,33.578348,-117.064251,457.565638,4.182649,1.175332
24090,33.578268,-117.064255,478.846213,33.578348,-117.064251,457.566242,4.183098,1.174974
24105,33.578268,-117.064255,478.800783,33.578348,-117.064251,457.566845,4.183515,1.174616
24120,33.578268,-117.064256,478.75339,33.578348,-117.064251,457.567448,4.18391,1.174259
24135,33.578268,-117.064256,478.70579,33.578348,-117.064251,457.568052,4.184327,1.173901
24150,33.578268,-117.064257,478.655809,33.578348,-117.064251,457.568655,4.184698,1.173544
24165,33.578268,-117.064257,478.604109,33.578347,-117.064251,457.569258,4.185056,1.173186
24180,33.578267,-117.064258,478.551068,33.578347,-117.064251,457.569862,4.1854,1.172829
24195,33.578267,-117.064258,478.494998,33.578347,-117.064251,457.570465,4.185729,1.172472
24210,33.578267,-117.064259,478.437968,33.578347,-117.064251,457.571068,4.186017,1.172115
24225,33.578267,-117.064259,478.380546,33.578347,-117.064251,457.571672,4.186316,1.171758
24240,33.578267,-117.06426,478.321895,33.578347,-117.064251,457.572275,4.186607,1.171401
24255,33.578266,-117.06426,478.26094,33.578347,-117.064251,457.572878,4.186848,1.171044
24270,33.578266,-117.064261,478.253113,33.578347,-117.064251,457.573482,4.186758,1.170687
24285,33.578266,-117.064261,478.244545,33.578347,-117.064251,457.574085,4.186651,1.170331
24300,33.578265,-117.064262,478.232065,33.578347,-117.064251,457.574688,4.186507,1.169974
24315,33.578265,-117.064262,478.21992,33.578347,-117.064251,457.575292,4.18636,1.169618
24330,33.578265,-117.064263,478.206276,33.578347,-117.064251,457.575895,4.186195,1.169261
24345,33.578264,-117.064263,478.191385,33.578347,-117.064251,457.576498,4.18601,1.168905
24360,33.578264,-117.064264,478.176334,33.578347,-117.064251,457.577102,4.185848,1.168549
24375,33.578264,-117.064264,478.158139,33.578347,-117.064251,457.577705,4.18563,1.168193
24390,33.578263,-117.064265,478.138726,33.578347,-117.064251,457.578308,4.185398,1.167837
24405,33.578263,-117.064265,478.119231,33.578347,-117.064251,457.578912,4.185191,1.167481
24420,33.578262,-117.064266,478.096581,33.578347,-117.064251,457.579515,4.184953,1.167126
24435,33.578262,-117.064266,478.072374,33.578347,-117.064251,457.580118,4.1847,1.16677
24450,33.578262,-117.064266,478.047421,33.578347,-117.064251,457.580722,4.184439,1.166415
24465,33.578261,-117.064267,478.022208,33.578347,-117.064251,457.581325,4.184171,1.166059
24480,33.578261,-117.064267,477.994069,33.578347,-117.064251,457.581928,4.183874,1.165704
24495,33.578261,-117.064268,477.965588,33.578347,-117.064251,457.582532,4.183561,1.165349
24510,33.57826,-117.064268,477.93517,33.578347,-117.064251,457.583135,4.18325,1.164994
24525,33.57826,-117.064269,477.904424,33.578347,-117.064251,457.583738,4.182933,1.164639
24540,33.57826,-117.064269,477.92551,33.578347,-117.064251,457.584342,4.182734,1.164284
24555,33.578259,-117.064269,477.944169,33.578347,-117.064251,457.584945,4.182522,1.163929
24570,33.578259,-117.06427,477.962414,33.578347,-117.064251,457.585548,4.182306,1.163574
24585,33.578259,-117.06427,477.982151,33.578347,-117.064251,457.586152,4.182165,1.16322
24600,33.578259,-117.06427,477.999768,33.578347,-117.064251,457.586755,4.182007,1.162865
24615,33.578259,-117.064271,478.015452,33.578347,-117.064251,457.587358,4.181803,1.162511
24630,33.578259,-117.064271,478.029175,33.578347,-117.064251,457.587962,4.181562,1.162156
24645,33.578258,-117.064271,478.03895,33.578347,-117.064251,457.588565,4.181249,1.161802
24660,33.578258,-117.064272,478.051521,33.578347,-117.064251,457.589168,4.181055,1.161448
24675,33.578258,-117.064272,478.063505,33.578347,-117.064251,457.589772,4.180878,1.161094
24690,33.578258,-117.064272,478.072426,33.578347,-117.064251,457.590375,4.1806,1.16074
24705,33.578258,-117.064273,478.081529,33.578347,-117.064251,457.590978,4.18038,1.160386
24720,33.578258,-117.064273,478.088585,33.578347,-117.064251,457.591582,4.18012,1.160033
24735,33.578257,-117.064273,478.092,33.578347,-117.064251,457.592185,4.179788,1.159679
24750,33.578257,-117.064273,478.096848,33.578347,-117.064251,457.592788,4.179539,1.159326
24765,33.578257,-117.064274,478.100009,33.578347,-117.064251,457.593392,4.179239,1.158972
24780,33.578257,-117.064274,478.101893,33.578347,-117.064251,457.593995,4.178937,1.158619
24795,33.578257,-117.064274,478.102975,33.578347,-117.064251,457.594598,4.178688,1.158266
24810,33.578257,-117.064275,478.101292,33.578347,-117.064251,457.595202,4.178344,1.157913
24825,33.578256,-117.064275,478.098642,33.578347,-117.064251,457.595805,4.17798,1.15756
24840,33.578256,-117.064275,478.097525,33.578347,-117.064251,457.596408,4.177687,1.157207
24855,33.578256,-117.064275,478.092257,33.578347,-117.064251,457.597012,4.177337,1.156854
24870,33.578256,-117.064276,478.086913,33.578347,-117.064251,457.597615,4.176954,1.156501
24885,33.578256,-117.064276,478.082411,33.578347,-117.064251,457.598218,4.176684,1.156149
24900,33.578255,-117.064276,478.075236,33.578347,-117.064251,457.598822,4.176322,1.155796
24915,33.578255,-117.064277,478.065331,33.578347,-117.064251,457.599425,4.175948,1.155444
24930,33.578255,-117.064277,478.054211,33.578347,-117.064251,457.600028,4.175538,1.155092
24945,33.578255,-117.064277,478.043133,33.578347,-117.064251,457.600632,4.175167,1.15474
24960,33.578255,-117.064277,478.029931,33.578346,-117.064251,457.601235,4.174739,1.154388
24975,33.578255,-117.064278,478.013754,33.578346,-117.064251,457.601838,4.17424,1.154036
24990,33.578254,-117.064278,477.998816,33.578346,-117.064251,457.602442,4.173824,1.153684
25005,33.578254,-117.064278,477.98262,33.578346,-117.064251,457.603045,4.173358,1.153332
25020,33.578254,-117.064278,477.962486,33.578346,-117.064251,457.603648,4.172827,1.15298
25035,33.578254,-117.064279,477.943839,33.578346,-117.064251,457.604252,4.172393,1.152629
25050,33.578254,-117.064279,477.923642,33.578346,-117.064251,457.604855,4.171911,1.152277
25065,33.578254,-117.064279,477.901487,33.578346,-117.064251,457.605458,4.171398,1.151926
25080,33.578253,-117.064279,477.880849,33.578346,-117.064251,457.606062,4.170977,1.151575
25095,33.578253,-117.06428,477.854223,33.578346,-117.064251,457.606665,4.170381,1.151224
25110,33.578253,-117.06428,477.82939,33.578346,-117.064251,457.607268,4.169857,1.150873
25125,33.578253,-117.06428,477.803613,33.578346,-117.064251,457.607872,4.169346,1.150522
25140,33.578253,-117.06428,477.7737,33.578346,-117.064251,457.608475,4.168711,1.150171
25155,33.578252,-117.064281,477.744992,33.578346,-117.064251,457.609078,4.168134,1.14982
25170,33.578252,-117.064281,477.714082,33.578346,-117.064251,457.609682,4.167544,1.14947
25185,33.578252,-117.064281,477.681442,33.578346,-117.064251,457.610285,4.166956,1.149119
25200,33.578252,-117.064281,477.648252,33.578346,-117.064251,457.610888,4.1663,1.148769
25215,33.578252,-117.064281,477.610955,33.578346,-117.064251,457.611492,4.165578,1.148418
25230,33.578252,-117.064282,477.574746,33.578346,-117.064251,457.612095,4.16494,1.148068
25245,33.578251,-117.064282,477.536373,33.578346,-117.064251,457.612698,4.164281,1.147718
25260,33.578251,-117.064282,477.494174,33.578346,-117.064251,457.613302,4.163529,1.147368
25275,33.578251,-117.064282,477.455185,33.578346,-117.064251,457.613905,4.162875,1.147018
25290,33.578251,-117.064283,477.414481,33.578346,-117.064251,457.614508,4.162197,1.146669
25305,33.578251,-117.064283,477.36919,33.578346,-117.064251,457.615112,4.16142,1.146319
25320,33.578251,-117.064283,477.324977,33.578346,-117.064251,457.615715,4.160715,1.145969
25335,33.57825,-117.064283,477.278685,33.578346,-117.064251,457.616318,4.159908,1.14562
25350,33.57825,-117.064283,477.231645,33.578346,-117.064251,457.616922,4.159097,1.145271
25365,33.57825,-117.064284,477.182144,33.578346,-117.064251,457.617525,4.158289,1.144921
25380,33.57825,-117.064284,477.131073,33.578346,-117.064251,457.618128,4.157385,1.144572
25395,33.57825,-117.064284,477.079728,33.578346,-117.064251,457.618732,4.156506,1.144223
25410,33.578249,-117.064284,477.027129,33.578346,-117.064251,457.619335,4.155636,1.143874
25425,33.578249,-117.064285,476.974285,33.578346,-117.064251,457.619938,4.154759,1.143525
25440,33.578249,-117.064285,476.917858,33.578346,-117.064251,457.620542,4.153792,1.143177
25455,33.578249,-117.064285,476.861567,33.578346,-117.064251,457.621145,4.152851,1.142828
25470,33.578249,-117.064285,476.804132,33.578346,-117.064251,457.621748,4.151946,1.14248
25485,33.578248,-117.064285,476.746287,33.578346,-117.064251,457.622351,4.151,1.142131
25500,33.578248,-117.064286,476.685769,33.578346,-117.064251,457.622955,4.149969,1.141783
25515,33.578248,-117.064286,476.624772,33.578346,-117.064251,457.623558,4.148993,1.141435
25530,33.578248,-117.064286,476.562243,33.578346,-117.064251,457.624161,4.147986,1.141087
25545,33.578248,-117.064286,476.500255,33.578346,-117.064251,457.624765,4.147001,1.140739
25560,33.578248,-117.064286,476.434981,33.578346,-117.064251,457.625368,4.145959,1.140391
25575,33.578247,-117.064287,476.368823,33.578346,-117.064251,457.625971,4.144912,1.140043
25590,33.578247,-117.064287,476.302455,33.578346,-117.064251,457.626575,4.143834,1.139696
25605,33.578247,-117.064287,476.233773,33.578346,-117.064251,457.627178,4.142691,1.139348
25620,33.578247,-117.064287,476.16388,33.578346,-117.064251,457.627781,4.141604,1.139001
25635,33.578247,-117.064287,476.093365,33.578346,-117.064251,457.628385,4.140466,1.138653
25650,33.578246,-117.064288,476.020442,33.578346,-117.064251,457.628988,4.139207,1.138306
25665,33.578246,-117.064288,475.946509,33.578346,-117.064251,457.629591,4.137979,1.137959
25680,33.578246,-117.064288,475.871429,33.578346,-117.064251,457.630195,4.136781,1.137612
25695,33.578246,-117.064288,475.795836,33.578346,-117.064251,457.630798,4.135606,1.137265
25710,33.578246,-117.064288,475.718747,33.578346,-117.064251,457.631401,4.134415,1.136918
25725,33.578245,-117.064288,475.639042,33.578346,-117.064251,457.632005,4.133247,1.136572
25740,33.578245,-117.064289,475.559662,33.578345,-117.064251,457.632608,4.131994,1.136225
25755,33.578245,-117.064289,475.477407,33.578345,-117.064251,457.633211,4.130675,1.135879
25770,33.578245,-117.064289,475.395113,33.578345,-117.064251,457.633815,4.129275,1.135532
25785,33.578245,-117.064289,475.311921,33.578345,-117.064251,457.634418,4.127871,1.135186
25800,33.578244,-117.064289,475.226707,33.578345,-117.064251,457.635021,4.126474,1.13484
25815,33.578244,-117.064289,475.141561,33.578345,-117.064251,457.635625,4.125093,1.134494
25830,33.578244,-117.06429,475.054038,33.578345,-117.064251,457.636228,4.123585,1.134148
25845,33.578244,-117.06429,474.965996,33.578345,-117.064251,457.636831,4.122121,1.133802
25860,33.578244,-117.06429,474.875668,33.578345,-117.064251,457.637435,4.120665,1.133456
25875,33.578243,-117.06429,474.7853,33.578345,-117.064251,457.638038,4.119199,1.133111
25890,33.578243,-117.06429,474.691741,33.578345,-117.064251,457.638641,4.117593,1.132765
25905,33.578243,-117.06429,474.597628,33.578345,-117.064251,457.639245,4.116011,1.13242
25920,33.578243,-117.064291,474.503086,33.578345,-117.064251,457.639848,4.11448,1.132075
25935,33.578243,-117.064291,474.406717,33.578345,-117.064251,457.640451,4.112851,1.131729
25950,33.578242,-117.064291,474.309,33.578345,-117.064251,457.641055,4.111192,1.131384
25965,33.578242,-117.064291,474.209813,33.578345,-117.064251,457.641658,4.109528,1.131039
25980,33.578242,-117.064291,474.107994,33.578345,-117.064251,457.642261,4.107806,1.130695
25995,33.578242,-117.064291,474.006062,33.578345,-117.064251,457.642865,4.106082,1.13035
